Source,Target
145375,171517
50,70
70,92
124,161
161,215
215,277
277,359
359,460
460,591
591,746
746,950
950,1194
1194,1499
1499,1872
1872,2331
2331,2885
2885,3575
3575,4402
4402,5399
5399,6618
6618,8081
8081,9833
9833,11948
11948,14478
14478,17484
17484,21101
21101,25372
25372,30462
30462,36492
36492,43650
43650,52047
52047,62043
62043,73735
73735,87534
87534,103685
103685,122710
122710,144842
144842,170902
34,148
148,964
964,10472
10472,191776
191776,5524670
5524670,219302174
219302174,10333796899
10333796899,493296884096
48,162
162,175
175,180
180,208
208,225
225,245
245,300
320,325
325,336
336,368
368,450
450,475
475,520
520,539
539,567
567,616
624,688
688,775
775,833
833,845
845,847
847,848
848,875
875,880
880,912
912,920
920,925
925,1075
1075,1127
1127,1134
1134,1168
1168,1216
1216,1225
1225,1300
1300,1323
1323,1328
1328,1352
1352,1360
1360,1375
1375,1377
1377,1421
1421,1488
1488,1496
1496,1521
1521,1525
1525,1536
42,94
94,200
200,430
430,1026
1026,3208
3208,8282
18,54
54,124
124,234
234,574
574,1748
1748,4514
53,71
71,79
79,113
113,131
139,149
149,167
167,179
211,263
263,269
269,313
313,353
353,373
421,467
467,619
619,643
643,653
653,677
677,719
719,829
829,853
853,887
919,941
941,953
953,1031
1031,1061
1061,1069
1069,1097
1097,1109
1109,1193
1193,1213
1213,1223
1223,1231
1231,1259
1259,1367
1367,1399
1399,1451
1451,1489
1489,1499
1499,1511
1511,1607
1607,1759
12,280
280,8316
8316,1065900
1065900,42948360
42948360,6377779296
6377779296,347154538500
347154538500,62927601396660
62927601396660,28577329341561000
28577329341561000,2141057217008209500
2141057217008209500,1039622183065254234600
1039622183065254234600,215439255814462529850000
215439255814462529850000,21146215295244944033167500
21146215295244944033167500,5298886203137347121867065500
5298886203137347121867065500,3103158113448130706101738605000
1,40
40,22
1,375
375,582
582,65
65,1
1,5176
5176,22377
22377,5042
5042,171
171,1
1,103236
103236,1353810
1353810,605545
605545,34139
34139,420
420,1
1,2922445
2922445,134222308
134222308,120653315
120653315,10434574
10434574,201824
201824,988
988,1
1,116011230
116011230,22133512793
22133512793,40885736829
40885736829,5437235073
5437235073,145879674
145879674,1098876
1098876,2259
2259,1
0,19
0,195
195,472
472,60
60,1
0,3031
3031,18855
18855,4652
4652,165
165,1
0,67263
67263,1195456
1195456,570181
570181,32942
32942,413
413,1
0,2086099
2086099,123301668
123301668,115800030
115800030,10161350
10161350,198464
198464,980
980,1
0,89224635
89224635,20919866437
20919866437,39798752520
39798752520,5343292155
5343292155,144063090
144063090,1089984
1089984,2250
2250,1
3,25
25,363
363,8625
8625,317523
317523,17012425
17012425,1255133883
1255133883,122088067425
122088067425,15141060001443
15141060001443,2331848239989625
2331848239989625,436618890764872203
436618890764872203,97679144582957195025
97679144582957195025,25732113033687351698163
25732113033687351698163,7884197446631511741699625
7884197446631511741699625,2779950036439570315860031323
2779950036439570315860031323,1117657942134184862482265119425
11,18
22,14
18,32
40,27
37,48
55,38
44,62
62,62
62,72
48,74
74,51
80,72
72,72
72,54
54,88
88,72
60,124
124,62
96,82
82,70
70,84
96,144
144,72
72,98
98,74
74,114
114,106
106,102
102,96
96,168
168,80
80,108
108,85
85,126
126,84
84,164
164,108
10800,16200
18000,21168
21168,31752
31752,40500
40500,43200
43200,45000
45000,49392
49392,52272
52272,64800
64800,67500
67500,72000
72000,73008
73008,78408
78408,84672
84672,97200
97200,98000
98000,109512
109512,111132
111132,124848
124848,127008
127008,137200
137200,145800
145800,155952
155952,172800
172800,172872
172872,180000
180000,187272
187272,190512
190512,191664
191664,197568
197568,209088
209088,228528
228528,233928
14,123
123,868
868,5381
5381,30618
30618,163951
163951,839216
839216,4149561
4149561,19965862
19965862,93983459
93983459,434539644
434539644,1979490541
1979490541,8905610546
8905610546,39644780247
39644780247,174898055752
174898055752,765599756321
765599756321,3328753681470
3328753681470,14387794339915
14387794339915,61865541045140
61865541045140,264792841394901
264792841394901,1128724202207434
1128724202207434,4793829919712063
4793829919712063,20293311558669408
20293311558669408,85652274492374281
2,80
80,428032
64,192
192,4960
4960,15360
1,-1
-1,0
0,21
21,-240
-240,1755
1755,0
0,-329175
-329175,7983360
7983360,-109643625
-109643625,0
0,57032531325
57032531325,-2117187072000
-2117187072000,42706082293875
42706082293875,0
0,-43517817539571375
-43517817539571375,2176095685091328000
2176095685091328000,-57912650546666540625
-57912650546666540625,0
0,97531915080599667793125
97531915080599667793125,-6133978517135435366400000
-6133978517135435366400000,202771821952414878685396875
202771821952414878685396875,0
-2,6
0,-504
-504,11232
11232,-188496
-188496,2306304
2306304,0
0,-1359638784
-1359638784,63494855424
63494855424,-2024682283008
-2024682283008,43688279771136
43688279771136,0
0,-67908377303230464
-67908377303230464,4834297140281376768
4834297140281376768,-227335878221910441984
-227335878221910441984,7032746350114003943424
7032746350114003943424,0
0,-20948654383213967566700544
-20948654383213967566700544,2004699062001954538737893376
2,-12
-12,0
0,672
672,-4752
-4752,-66528
-66528,1782144
1782144,0
0,-737807616
-737807616,11042583552
11042583552,295601467392
295601467392,-14024247164928
-14024247164928,0
0,15388105201717248
15388105201717248,-351664059291697152
-351664059291697152,-13900737042896191488
-13900737042896191488,946455939135178407936
946455939135178407936,0
0,-1993069355403883780767744
-1993069355403883780767744,61261488343348962684567552
61261488343348962684567552,3203067102166891352025464832
12,42
0,-1872
-1872,-12672
-12672,172368
172368,4523904
4523904,0
0,-1822818816
-1822818816,-27025270272
-27025270272,717889277952
717889277952,33841118158848
33841118158848,0
0,-36760473537435648
-36760473537435648,-836717934176796672
-836717934176796672,32958199117834518528
32958199117834518528,2237077674319512600576
2237077674319512600576,0
0,-4686406322165888889913344
-4686406322165888889913344,-143728876497857181683023872
28,264
264,3000
3000,38304
38304,516672
516672,6785856
6785856,71495424
71495424,0
0,-35350608384
-35350608384,-1560159304704
-1560159304704,-47580033650688
-47580033650688,-990267674812416
-990267674812416,0
0,1456943367596580864
1456943367596580864,101520239945908912128
101520239945908912128,4686616566420922957824
4686616566420922957824,142664283102312651423744
142664283102312651423744,0
0,-413735924068475859442335744
-413735924068475859442335744,-39150593446155818050645917696
6,70
70,1232
1232,29160
29160,869440
869440,31311280
31311280,1322697600
1322697600,64147283200
64147283200,3513239475200
3513239475200,214491288211200
214491288211200,14445178671616000
14445178671616000,1063859102225920000
1063859102225920000,85062097113644851200
85062097113644851200,7338259104020965120000
7338259104020965120000,679426982162181693440000
679426982162181693440000,67200757961721705345024000
67200757961721705345024000,7071671737496784542924800000
18,308
308,7904
7904,272160
272160,11792560
11792560,616800800
616800800,37829151360
37829151360,2662976476160
2662976476160,211666792736000
211666792736000,18752666912179200
18752666912179200,1832525035500544000
1832525035500544000,195820666726574489600
195820666726574489600,22716305601405044428800
22716305601405044428800,2843190554383515015680000
2843190554383515015680000,381904082058569788669952000
381904082058569788669952000,54799163537876699722260480000
7,96
96,1989
1989,55440
55440,1946835
1946835,82575360
82575360,4108329225
4108329225,234654900480
234654900480,15135512075775
15135512075775,1088250760396800
1088250760396800,86310784179514125
86310784179514125,7485880182004224000
7485880182004224000,704865232073879952075
704865232073879952075,71609337715812728832000
71609337715812728832000,7807680060958710728420625
7807680060958710728420625,909394905306920657264640000
909394905306920657264640000,112692895243728857898289824375
8,126
126,3000
3000,96096
96096,3877632
3877632,188972784
188972784,10801574784
10801574784,708750000000
708750000000,52514194876416
52514194876416,4337146638849024
4337146638849024,395110823965304832
395110823965304832,39360597010307629056
39360597010307629056,4256752500000000000000
4256752500000000000000,496690565175807256590336
496690565175807256590336,62197673632104828591341568
62197673632104828591341568,8320198233259787899473985536
27,9
15,11
11,27
27,13
27,19
19,45
45,21
23,81
81,25
25,39
27,63
63,29
29,45
45,31
31,243
243,33
33,51
51,35
35,81
81,37
57,39
39,135
135,41
41,63
63,43
43,99
99,45
69,47
47,243
243,49
49,75
75,51
51,117
117,53
53,81
81,55
55,189
189,57
57,87
87,59
59,135
135,61
61,93
93,63
63,729
729,65
65,99
99,67
67,153
153,69
105,71
71,243
243,73
73,111
111,75
75,171
52,73
73,100
100,129
129,164
164,201
201,244
289,340
340,393
393,452
452,513
513,580
580,649
649,724
724,801
801,884
884,969
969,1060
1060,1153
1153,1252
1252,1353
1353,1460
1460,1569
1569,1684
1684,1801
1801,1924
1924,2049
2049,2180
2180,2313
2313,2452
2452,2593
2593,2740
2740,2889
2889,3044
3044,3201
3201,3364
3364,3529
3529,3700
3700,3873
3873,4052
4052,4233
4233,4420
4420,4609
4609,4804
156,336
336,282
282,1593
1593,1323
1323,4428
4428,3582
3582,1746
1746,4302
4302,10473
10473,11352
11352,10323
10323,18918
18918,3678
3678,32133
32133,15519
15519,11292
11292,31968
31968,32670
32670,29208
29208,19023
19023,34872
34872,13278
13278,32208
32208,32469
32469,32418
32418,34128
34128,35754
35754,50187
50187,101709
101709,100218
100218,95154
95154,91251
91251,100476
100476,51996
51996,32376
32376,104559
104559,101274
101274,40872
40872,91248
91248,101418
101418,66276
66276,85743
10,110
110,200
200,210
210,1110
1110,1210
1210,2200
2200,2210
2210,3000
3000,3010
3010,3110
3110,3200
3200,3210
3210,11110
11110,11210
11210,12210
12210,13110
13110,13210
13210,22200
22200,22210
22210,23200
23200,23210
23210,33000
33000,33010
33010,33110
33110,33200
33200,33210
33210,40000
40000,40010
40010,40110
40110,40200
40200,40210
40210,41110
41110,41210
41210,42200
42200,42210
42210,43000
43000,43010
43010,43110
43110,43200
43200,43210
1,-3
-3,7
7,-77
-77,1
6,-21
-21,399
399,1
1,-5
-5,55
55,-935
-935,4301
4301,-124729
-124729,1
-3,13
13,-65
-65,351
351,-1989
-1989,81549
81549,1
1,-7
-7,35
35,-805
-805,4991
4991,-64883
-64883,435643
435643,-23960365
-23960365,1
1,-4
-4,68
68,-442
-442,3094
3094,-68068
-68068,515372
515372,-3994133
-3994133,283583443
283583443,1
1,-9
-9,57
57,-1653
-1653,64467
64467,-1052961
-1052961,8874957
8874957,-612372033
-612372033,5375265623
5375265623,-478398640447
9,81
81,4
128,2048
2048,5
125,625
625,15625
15625,6
6,72
72,1296
1296,31104
31104,186624
186624,6718464
6718464,7
7,49
49,343
343,2401
2401,16807
16807,117649
117649,5764801
5764801,8
8,128
128,1024
1024,32768
32768,262144
262144,4194304
4194304,33554432
33554432,2147483648
2147483648,9
81,2187
2187,19683
19683,177147
177147,4782969
4782969,43046721
43046721,387420489
387420489,31381059609
15,40
121,484
484,2589
2589,18896
18896,180243
180243,2176090
2176090,32236017
32236017,571516348
571516348,11885151423
11885151423,285237145366
285237145366,7794999370325
7794999370325,239867327549926
239867327549926,8232788441242913
8232788441242913,312611538663794774
312611538663794774,13040004273788572963
71,101
107,137
137,149
149,179
179,191
191,197
197,227
227,239
239,269
269,281
281,311
311,340
340,347
347,419
419,431
431,461
461,521
569,599
599,617
617,641
641,659
659,809
809,821
821,827
827,857
857,881
881,950
950,1019
1031,1049
1049,1061
1061,1091
1091,1151
1151,1229
1229,1277
1277,1289
1289,1301
1301,1319
1319,1340
1340,1427
1427,1451
1451,1481
1481,1487
22,11
33,21
28,7
7,35
25,40
40,26
39,13
13,52
52,32
50,34
48,27
27,45
46,23
23,69
69,51
68,17
17,85
85,55
80,54
54,78
78,56
70,58
66,57
63,60
60,62
62,31
31,93
93,72
72,92
92,64
64,90
90,65
21,31
56889499253,105839880557
105839880557,111056109533
111056109533,129119577739
129119577739,241164896747
241164896747,389221827287
389221827287,392517991487
392517991487,418189826521
418189826521,442232779217
442232779217,541031900449
541031900449,565496364383
565496364383,566466791243
566466791243,571344103879
571344103879,645163729201
645163729201,667207953649
667207953649,671724886997
671724886997,673415615521
673415615521,679136613949
679136613949,679833144947
679833144947,685049373923
14995746487,28299882787
28299882787,152078237473
152078237473,158736554201
158736554201,171366858989
171366858989,185819859341
185819859341,233256280559
233256280559,264547753087
264547753087,406962604091
406962604091,413526125639
413526125639,415392175871
415392175871,456683421517
456683421517,556295811247
556295811247,655745595523
655745595523,716619029519
716619029519,727938858131
727938858131,807536603287
807536603287,816092138369
816092138369,858897252599
858897252599,872192814007
8,130
130,3240
3240,109480
109480,4681600
4681600,242494560
242494560,14761510400
14761510400,1032979024000
1032979024000,81710966937600
81710966937600,7210298263168000
7210298263168000,702225751580953600
702225751580953600,74823140979595008000
74823140979595008000,8658364840147742720000
8658364840147742720000,1081340672051246903296000
1081340672051246903296000,144971332110784919900160000
144971332110784919900160000,20766663809217193674526720000
10,208
208,6688
6688,292600
292600,16231600
16231600,1091944000
1091944000,86394609280
86394609280,7861909444480
7861909444480,809015842835200
809015842835200,92894054424371200
92894054424371200,11774949060818944000
11774949060818944000,1633185434735587532800
1633185434735587532800,246041284795747349708800
246041284795747349708800,40008452397221525561344000
40008452397221525561344000,6984332689914957747994624000
6984332689914957747994624000,1302846674849520964529766400000
9,165
165,4641
4641,176985
176985,8541225
8541225,499274685
499274685,34298042625
34298042625,2708460055665
2708460055665,241766902463625
241766902463625,24074088325211925
24074088325211925,2645751920420433825
2645751920420433825,318112328230647575625
318112328230647575625,41538396383425653136425
41538396383425653136425,5853872279036354365918125
5853872279036354365918125,885579729805369731389882625
885579729805369731389882625,143144738839275973309795910625
11,252
252,8925
8925,430080
430080,26277615
26277615,1946992320
1946992320,169660984185
169660984185,17003918131200
17003918131200,1927077560082675
1927077560082675,243695697227136000
243695697227136000,34019980658006267925
34019980658006267925,5196649855071132057600
5196649855071132057600,862198242648765371724375
862198242648765371724375,154404750988666446428160000
154404750988666446428160000,29685365313948255992984528625
29685365313948255992984528625,6098434519783164467918929920000
13,357
357,15225
15225,885225
885225,65329605
65329605,5850378765
5850378765,616417180785
616417180785,74719758265425
74719758265425,10243896614876925
10243896614876925,1567316182076169525
1567316182076169525,264748490592743982825
264748490592743982825,48938508723341750938425
48938508723341750938425,9826337409449935780531125
9826337409449935780531125,2129737817874386900891836125
2129737817874386900891836125,495573607620770798092138790625
5,49
49,373
373,2497
2497,15621
15621,93745
93745,546869
546869,3124993
3124993,17578117
17578117,97656241
97656241,537109365
537109365,2929687489
2929687489,15869140613
15869140613,85449218737
85449218737,457763671861
457763671861,2441406249985
2441406249985,12969970703109
12969970703109,68664550781233
68664550781233,362396240234357
362396240234357,1907348632812481
1907348632812481,10013580322265605
10013580322265605,52452087402343729
198,231
231,270
270,273
273,324
324,396
444,579
579,603
603,633
633,636
666,699
699,768
768,774
774,807
807,849
849,960
960,963
963,966
966,1014
1014,1065
1065,1077
1077,1113
1113,1134
1134,1137
1137,1224
1224,1236
1236,1266
1266,1293
1293,1398
1398,1434
1434,1449
1449,1452
1452,1464
1464,1521
1521,1614
1614,1653
1653,1656
1656,1677
1677,1698
1698,1722
1722,1887
1887,1890
1890,1938
1938,1944
1944,1965
1965,1992
1992,2052
2052,2142
2142,2148
20,78
78,183
183,396
396,679
679,1184
1184,1793
1793,2681
2681,3905
3905,5476
5476,7342
7342,9841
9841,12643
12643,16361
16361,20632
20632,25618
25618,31333
31333,38572
38572,46294
46294,55370
55370,65821
65821,77654
77654,90550
90550,105957
105957,122215
122215,140769
140769,160753
160753,183771
183771,208807
208807,236599
236599,265853
265853,298694
298694,334002
334002,373769
373769,414686
414686,461062
7,37
37,177
177,806
806,3566
3566,15485
15485,66373
66373,281794
281794,1187730
1187730,4977666
4977666,20765322
20765322,86300332
86300332,357533468
357533468,1477270877
1477270877,6089863853
6089863853,25054822922
25054822922,102900891818
102900891818,421968327062
421968327062,1728015429278
1728015429278,7067810392532
7067810392532,28876515741188
28876515741188,117861738978482
117861738978482,480627231175202
480627231175202,1958328570638036
0,28
28,60
60,7
0,278
278,3108
3108,646
646,15
0,3554
3554,304272
304272,237022
237022,6240
6240,31
0,55382
55382,48129840
48129840,223962842
223962842,16144800
16144800,57814
57814,63
63,1
0,1015750
1015750,11201299512
11201299512,435358129934
435358129934,147801031200
147801031200,1057628638
1057628638,526680
526680,127
127,1
60,3108
3108,304272
304272,48129840
48129840,11201299512
11201299512,3603434258760
3603434258760,1532242359629472
1532242359629472,832607118613068768
832607118613068768,563081764177783772040
563081764177783772040,463948766006882552966328
463948766006882552966328,457632794549042955229782000
457632794549042955229782000,532510196733763198548046579728
532510196733763198548046579728,721895034242601980158342341828312
30,40
46,58
82,88
106,110
138,156
156,166
210,222
222,226
226,232
238,240
240,262
262,276
280,282
282,310
312,330
330,346
346,348
348,358
358,366
366,382
382,408
408,418
418,420
420,430
430,438
438,442
442,460
460,462
462,466
466,478
478,498
498,502
502,506
506,520
520,546
8,36
20,42
42,12
16,136
136,72
72,292
292,40
40,164
164,84
84,170
170,24
24,100
100,52
52,106
106,28
28,58
58,30
32,528
528,272
272,2184
2184,144
144,1160
1160,584
584,2340
2340,80
80,648
648,328
328,1316
1316,168
168,676
676,340
340,682
682,48
48,392
392,200
200,804
804,104
104,420
420,212
212,426
426,56
56,228
228,116
116,234
31,136
136,792
792,7185
7185,94893
94893,1714430
1714430,37216434
37216434,854671213
854671213,18369802688
18369802688,328662169364
328662169364,4236467418682
4236467418682,29440587191035
29440587191035,8014569475958
8014569475958,216388700196
216388700196,373319294
373319294,20038
20038,0
26,32
32,49
55,62
64,68
76,122
122,128
128,169
169,248
248,256
256,296
296,442
442,512
512,632
632,1024
1024,1072
1072,1444
1444,1592
1592,1682
1682,2048
2048,4064
4064,4096
4096,4192
4192,4832
4832,5792
5792,8192
8192,9316
9316,16384
16384,16448
16448,32768
32768,58312
58312,65536
65536,131072
131072,262144
262144,524288
524288,1048576
11,101
101,37
37,11
11,131
131,47
47,151
151,23
19,181
181,191
191,101
101,53
7,131
131,17
17,47
73,101
101,313
313,19
19,37
7,353
353,11
11,373
373,383
383,131
131,101
101,23
23,53
37,227
227,29
29,79
79,11
103,7
7,107
109,37
66,77
77,88
88,99
99,101
101,111
111,121
121,131
171,181
191,202
202,212
212,222
222,232
232,242
262,282
292,303
303,313
313,333
333,353
353,363
363,373
383,393
393,404
404,424
424,454
454,474
474,484
484,505
505,515
515,535
535,545
545,565
565,606
606,626
626,707
707,717
252,272
272,323
323,343
343,414
414,434
434,444
444,464
464,494
494,525
525,555
555,575
575,585
585,595
595,616
616,636
636,646
646,656
656,666
666,676
676,686
686,696
696,767
767,777
777,828
828,848
848,868
868,888
888,949
949,969
969,989
989,999
999,2002
2002,2112
2112,2992
2992,3003
3003,3553
3553,4004
4004,4224
4224,4554
4554,4774
4774,4884
4884,5005
5005,5115
5115,5225
5225,5445
5445,6006
6006,6336
6336,6996
-1,-7
-7,-31
-31,-23
-23,1819
1819,31801
31801,361157
361157,2317841
2317841,-23148937
-23148937,-1289039399
-1289039399,-32199607991
-32199607991,-584580114887
-584580114887,-6788560141741
-6788560141741,37473531962777
37473531962777,5627376380303789
5627376380303789,228995509692709921
228995509692709921,6754317963563729647
6754317963563729647,151414585086564404281
-1,-15
-15,-115
-115,-215
-215,13299
13299,340081
340081,5017865
5017865,24029265
24029265,-1498877785
-1498877785,-69427044719
-69427044719,-1858615904091
-1858615904091,-29317242601415
-29317242601415,246659658348635
246659658348635,42853508822253585
42853508822253585,2099027490739074209
2099027490739074209,68641291277634917281
68641291277634917281,1272245656208923310415
36,484
484,1800
1800,7396
7396,13689
13689,43681
43681,1865956
1865956,27379323
27379323,29833444
29833444,554367025
554367025,1938024529
1938024529,3627816200
3627816200,7635613924
7635613924,7838092089
7838092089,40903720200
40903720200,122168424676
122168424676,188731633500
188731633500,564067089936
564067089936,9574460449352
9574460449352,20812245457936
20812245457936,31275004868836
28,91963648
91963648,672
672,4680
4680,32760
32760,17428320
17428320,518666803200
518666803200,59485231752222033838080
59485231752222033838080,65944896818198764988659196058119700480
65944896818198764988659196058119700480,668959783947499687989663212416609379593957047864830162443960320
3,84
84,7204
7204,1287819
1287819,396409761
396409761,187649836282
187649836282,126812982000906
126812982000906,116081214511284405
116081214511284405,138408056280920732755
138408056280920732755,208562763729218143154952
208562763729218143154952,387738287385134555918104680
387738287385134555918104680,872067990461956628694656371589
872067990461956628694656371589,2334516430785218073196998668443287
2334516430785218073196998668443287,7336829610681760558581808429825619472
264,354
393,492
525,816
837,855
858,876
876,933
933,990
990,1038
1038,1053
1053,1101
1101,1137
1137,1170
1170,1179
1179,1197
1197,1386
1386,1545
1545,1575
1575,1761
1761,1797
1797,1809
1809,1815
1815,1857
1857,1875
1875,1878
1878,1884
1884,1911
1911,1938
1938,1953
1953,2058
2058,2073
2073,2148
2148,2157
2157,2169
2169,2184
2184,2235
2235,2256
2256,2259
2259,2271
2271,2292
2292,2295
2295,2307
0,261
261,111
111,18
0,4743
4743,1935
1935,345
345,30
0,112779
112779,44613
44613,8100
8100,825
825,45
0,3297213
3297213,1280097
1280097,232533
232533,25200
25200,1680
1680,63
0,114135093
114135093,43813143
43813143,7946694
7946694,885213
885213,64890
64890,3066
3066,84
84,1
0,4561146639
4561146639,1738235295
1738235295,315065565
315065565,35624610
35624610,2745603
2745603,146286
146286,5166
5166,108
108,1
3,21
21,261
261,4743
4743,112779
112779,3297213
3297213,114135093
114135093,4561146639
4561146639,206614134747
206614134747,10461295740789
10461295740789,585469478929509
585469478929509,35888681574485847
35888681574485847,2391369627598401771
2391369627598401771,172099871969612167917
172099871969612167917,13303515237938026956117
13303515237938026956117,1099337226665329471438431
1099337226665329471438431,96707522894891123331439803
96707522894891123331439803,9023068677396457200506257701
8,21
30,64864800
64864800,822336494953469303808000000
822336494953469303808000000,98349960836205821940270184651038804258510922190452164539040399360000000000000
8,-11
-11,-8
-8,9
9,-5
-5,27
27,-41
-41,79
79,61
61,4
4,-80
-80,-103
-103,123
123,-64
-64,169
169,67
67,-143
-143,-59
-59,125
256,212
212,-125
-125,-261
-261,-236
-236,-304
-304,216
216,-371
-371,49
49,-25
-25,517
517,-435
-435,221
221,-365
-365,544
544,515
515,343
343,16
16,504
504,220
220,-343
-343,505
505,-536
-536,891
891,-521
-521,81
81,719
719,-171
-171,-512
-512,1169
1169,-999
-999,-321
269484032,538968064
538968064,1077936128
1077936128,2155872256
2155872256,46620737536
46620737536,114968625152
114968625152,119212998656
119212998656,161623048192
161623048192,205919485952
205919485952,229937250304
229937250304,238425997312
238425997312,318866980864
318866980864,323246096384
323246096384,363736072192
363736072192,411838971904
411838971904,436294647808
436294647808,459874500608
459874500608,467420053504
467420053504,476851994624
476851994624,637733961728
637733961728,646492192768
46,54
80,82
86,90
114,117
117,118
120,122
122,126
126,134
146,147
147,150
150,153
153,158
158,160
160,165
166,171
171,174
178,180
186,194
195,198
198,200
200,202
57,59
61,64
82,84
101,104
107,108
108,109
109,110
110,117
126,127
127,129
129,133
133,136
136,137
139,143
143,144
144,145
145,147
148,149
143,175
175,247
247,270
270,280
280,347
347,368
368,462
462,522
522,563
563,697
697,725
725,833
833,850
850,963
963,1073
1073,1102
1102,1372
1372,1755
1755,1852
1852,1943
1943,1995
1995,2632
2632,2712
2712,3097
3097,3140
3140,3608
3608,3630
3630,3713
3713,3780
3780,4208
4208,4284
4284,4312
4312,4343
4343,4703
4703,4862
4862,5460
5460,5652
5652,6097
6097,6435
6435,7227
7227,7277
7277,8415
8415,8508
8508,10062
10062,10327
0,26
36,52
52,64
64,516
516,816
816,2186
2186,3296
3296,15054
15054,24946
24946,84090
84090,138352
138352,544652
544652,934450
934450,3377930
3377930,5831520
5831520,22075152
22075152,38959552
38959552,143815358
143815358,256128664
256128664,959463704
959463704,1732188588
1732188588,6440145162
6440145162,11727449592
11727449592,43825381338
43825381338,80571300722
80571300722,300477174306
23,28
28,31
49,57
63,66
71,76
83,84
92,93
99,103
107,114
129,131
131,132
138,139
139,141
141,142
142,147
147,151
151,154
154,158
158,161
161,163
4,27
27,200
200,2304
2304,30000
30000,510300
510300,9696375
9696375,223082496
223082496,6469632000
6469632000,200559744000
200559744000,7420732751250
7420732751250,304250187236688
304250187236688,13082761311812500
13082761311812500,614889781232743467
614889781232743467,32589158370139757064
32589158370139757064,1922760346906862686080
1922760346906862686080,117288381279853990384794
117288381279853990384794,7858321550788671875000000
7858321550788671875000000,557940830117384397821703720
557940830117384397821703720,40729680599131583229627045888
32,216
216,2352
2352,30184
30184,511056
511056,9702000
9702000,223120128
223120128,6469751750
6469751750,200560883544
200560883544,7420747075830
7420747075830,304250397681384
304250397681384,13082761799177000
13082761799177000,614889830506570476
614889830506570476,32589158927990089698
32589158927990089698,1922760351270804488400
1922760351270804488400,117288381369590011752500
117288381369590011752500,7858321551352441818943371
5,30
42,21
6,55
55,120
120,147
147,42
7,91
91,275
275,627
627,441
441,85
85,1
8,140
140,546
546,2002
2002,2508
2508,1408
1408,170
170,1
9,204
204,980
980,5278
5278,10010
10010,11440
11440,4224
4224,341
341,1
10,285
285,1632
1632,12138
12138,31668
31668,61490
61490,45760
45760,13013
13013,682
682,1
32,47
47,65
65,91
91,122
122,167
167,221
221,293
293,382
382,499
499,640
640,824
824,1047
1047,1331
1331,1674
1674,2106
2106,2626
2626,3274
3274,4053
4053,5012
5012,6162
6162,7569
7569,9247
9247,11286
11286,13713
13713,16641
16641,20117
20117,24287
24287,29221
29221,35112
35112,42063
42063,50322
50322,60041
60041,71543
71543,85038
85038,100950
100950,119574
19,34
34,42
46,73
74,91
91,106
107,145
145,184
184,204
204,241
241,225
225,291
291,248
248,321
321,372
372,333
333,394
394,418
418,516
516,523
523,554
554,655
655,672
672,708
708,659
659,721
721,796
796,818
818,913
913,1000
1000,1010
1010,1101
1101,1134
1134,1124
1124,1155
1155,1108
1108,1177
1177,1292
1292,1289
1289,1407
1407,1468
1468,1533
1533,1531
1531,1717
25,44
44,51
95,105
105,169
179,170
170,205
205,269
269,316
316,390
390,415
415,441
441,512
512,504
504,511
511,618
618,790
790,834
834,853
853,893
893,838
838,892
892,1055
1055,1005
1005,1179
1179,1236
1236,1409
1409,1438
1438,1598
1598,1563
1563,1772
1772,1893
1893,1685
1685,2102
2102,2227
2227,2214
2214,2109
2109,2456
2456,2459
2459,2422
2422,2732
2732,2875
2875,3054
3054,3060
3060,2851
54,89
89,119
119,179
179,239
239,360
360,495
495,719
4,31
31,391
391,7054
7054,166363
166363,4836787
4836787,166848184
166848184,6652969273
6652969273,300919441753
300919441753,15219607802854
15219607802854,851059500905209
851059500905209,52134288235531753
52134288235531753,3471956091895650892
3471956091895650892,249751335049519021855
249751335049519021855,19298472520463446190551
19298472520463446190551,1594190029059133652481958
1594190029059133652481958,140197708786807905211648099
140197708786807905211648099,13077414427445643668333641867
13077414427445643668333641867,1289609815722320636128541376688
108,1949792
1949792,5674984
5674984,696281988
696281988,1394173160
1394173160,1394174840
1394174840,1394179880
1394179880,1394181160
1394181160,1394182280
1394182280,1394182360
24,132
132,1060
1060,12970
12970,259715
259715,8990990
8990990,558372867
558372867,63218332850
63218332850,13135578354796
13135578354796,5029322612171316
5029322612171316,3561981648778482974
3561981648778482974,4684867273329738244420
4684867273329738244420,11487244960898146368032013
11487244960898146368032013,52707957298079421058058899278
52707957298079421058058899278,454167933408650035379389767960538
454167933408650035379389767960538,7373441829807567575086574829450009278
48,64
64,72
72,96
96,128
128,144
144,192
192,288
320,384
384,512
512,576
576,640
640,768
768,1024
1024,1152
1152,1536
1536,2304
2304,3840
25,45
45,81
81,126
126,196
196,322
322,529
529,851
851,1369
1369,2220
2220,3600
3600,5820
5820,9409
9409,15229
15229,24649
24649,39878
39878,64516
64516,104394
104394,168921
168921,273315
273315,442225
442225,715540
715540,1157776
1157776,1873316
1873316,3031081
3031081,4904397
4904397,7935489
7935489,12839886
12839886,20775364
20775364,33615250
33615250,54390625
54390625,88005875
88005875,142396489
142396489,230402364
230402364,372798864
32,3692
3692,1040662
1040662,1073499732
1073499732,4398034879588
4398034879588,72057593126717266
72057593126717266,4722366482737665468684
4722366482737665468684,1237940039285336113473278324
