Source,Target
15,76
76,275
275,720
720,1666
1666,3440
3440,6129
6129,11250
11250,17545
17545,28896
28896,41405
41405,65072
65072,85950
85950,128960
128960,162996
162996,238545
238545,286995
286995,404600
404600,482160
482160,662112
662112,756470
756470,1042560
1042560,1150625
1150625,1549730
1549730,1732590
1732590,2257920
2257920,2443105
2443105,3250800
3250800,3421160
3421160,4452096
4452096,4791600
4791600,6039522
6039522,6296500
105,490
490,1918
1918,6825
6825,22935
22935,74316
74316,235092
235092,731731
731731,2252341
2252341,6879678
6879678,20900922
20900922,63259533
63259533,190957923
190957923,575363776
575363776,1731333808
1731333808,5205011031
5205011031,15638101281
15638101281,46962537810
46962537810,140988276150
140988276150,423174543025
423174543025,1269959836015
1269959836015,3810785476980
3810785476980,11434235478348
11434235478348,34306598748315
34306598748315,102927849307725
24,1344
1344,1128960
1128960,12198297600
12198297600,2697818265354240
2697818265354240,15224734061278915461120
15224734061278915461120,2750892211809148994633229926400
2750892211809148994633229926400,19464657391668924966616671344752852992000
15,140
140,1050
1050,6951
6951,42525
42525,246730
246730,1379400
1379400,7508501
7508501,40075035
40075035,210766920
210766920,1096190550
1096190550,5652751651
5652751651,28958095545
28958095545,147589284710
147589284710,749206090500
749206090500,3791262568401
3791262568401,19137821912055
19137821912055,96416888184100
96416888184100,485000783495250
485000783495250,2436684974110751
2436684974110751,12230196160292565
12230196160292565,61338207158409090
15,175
175,1960
1960,22449
22449,269325
269325,3416930
3416930,45995730
45995730,657206836
657206836,9957703756
9957703756,159721605680
159721605680,2706813345600
2706813345600,48366009233424
48366009233424,909299905844112
909299905844112,17950712280921504
17950712280921504,371384787345228000
371384787345228000,8037811822645051776
8037811822645051776,181664979520697076096
181664979520697076096,4280722865357147142912
4280722865357147142912,105005310755917452984576
15,210
210,2380
2380,26432
26432,303660
303660,3678840
3678840,47324376
47324376,647536032
647536032,9418945536
9418945536,145410580224
145410580224,2377609752960
2377609752960,41082721413120
41082721413120,748459539843840
748459539843840,14345340443665920
14345340443665920,288650580508961280
288650580508961280,6085390148673177600
6085390148673177600,134167064248901376000
134167064248901376000,3088040233895705088000
3088040233895705088000,74077507611407752704000
74077507611407752704000,1849221425299053367296000
125,680
680,3135
3135,13155
13155,51873
51873,195821
195821,715614
715614,2550577
2550577,8911942
8911942,30640888
30640888,103951415
103951415,348724844
348724844,1158722880
1158722880,3818514232
3818514232,12493703403
12493703403,40620949971
40620949971,131336770375
131336770375,422536529249
422536529249,1353341880777
1353341880777,4317248276746
4317248276746,13722302173753
16,150
150,926
926,4788
4788,22548
22548,100530
100530,433162
433162,1825296
1825296,7577120
7577120,31130190
31130190,126969558
126969558,515183724
515183724,2082553132
2082553132,8395437930
8395437930,33776903714
33776903714,135691891272
135691891272,544517772984
544517772984,2183315948550
2183315948550,8748985781230
8748985781230,35043081823140
35043081823140,140313684667076
272,2880
2880,24576
24576,185856
185856,1304832
1304832,8728576
8728576,56520704
56520704,357888000
357888000,2230947840
2230947840,13754155008
13754155008,84134068224
84134068224,511780323328
511780323328,3100738912256
3100738912256,18733264797696
18733264797696,112949304754176
112949304754176,680032201605120
680032201605120,4090088616099840
4090088616099840,24582312700149760
24582312700149760,147669797096652800
16,361
361,3362
3362,16384
16384,55744
55744,152166
152166,355688
355688,739328
739328,1415232
1415232,2529614
2529614,4261454
4261454,6885376
6885376,10708160
10708160,16054580
16054580,23494584
23494584,33554432
33554432,46698624
46698624,64037790
64037790,86342918
86342918,114163712
114163712,149518720
149518720,193356526
193356526,246232840
246232840,311635968
311635968,390600000
16,435
435,7136
7136,99350
99350,1234032
1234032,14219212
14219212,155251840
155251840,1628202762
1628202762,16550991200
16550991200,164111079110
164111079110,1594594348800
1594594348800,15235525651840
15235525651840,143518352447680
143518352447680,1335670583147400
1335670583147400,12301278983461376
12301278983461376,112264111607438906
112264111607438906,1016361486936571680
1016361486936571680,9136254276320346046
16,1280
1280,249856
249856,90767360
90767360,52975108096
52975108096,45344872202240
45344872202240,53515555843342336
53515555843342336,83285910482761809920
83285910482761809920,165262072909347030040576
165262072909347030040576,407227428060372417275494400
407227428060372417275494400,1219998300294918683087199010816
1219998300294918683087199010816,4366953142363907901751614431559680
4366953142363907901751614431559680,18406538229888710811704852978971181056
19,47
47,97
97,189
189,339
339,589
589,975
975,1576
1576,2472
2472,3804
3804,5727
5727,8498
8498,12400
12400,17874
17874,25433
25433,35818
35818,49908
49908,68939
68939,94378
94378,128234
128234,172917
172917,231630
231630,308240
308240,407804
407804,536412
536412,701910
701910,913773
913773,1184022
1184022,1527165
1527165,1961432
1961432,2508762
2508762,3196473
3196473,4057403
4057403,5132066
20,154
154,1676
1676,14292
14292,155690
155690,1731708
1731708,21264624
21264624,280260864
280260864,3970116255
3970116255,60113625680
60113625680,969368687752
969368687752,16588175089420
16588175089420,300272980075896
300272980075896,5733025551810600
5733025551810600,115148956467702600
115148956467702600,2427199940533198992
2427199940533198992,53576182138937428377
53576182138937428377,1235917889588345408586
74,202
202,548
1490,4052
4052,11013
81377,221207
221207,601302
601302,1634509
1634509,4443055
12077476,32829985
32829985,89241150
89241150,242582598
242582598,659407867
4872401723,13244561065
13244561065,36002449669
36002449669,97864804714
97864804714,266024120301
266024120301,723128532146
723128532146,1965667148572
80,144
144,260
260,476
476,872
872,1600
1600,2940
2940,5404
5404,9936
9936,18272
18272,33604
33604,61804
61804,113672
113672,209072
209072,384540
384540,707276
707276,1300880
1300880,2392688
2392688,4400836
4400836,8094396
8094396,14887912
14887912,27383136
27383136,50365436
50365436,92636476
92636476,170385040
170385040,313386944
313386944,576408452
576408452,1060180428
1060180428,1949975816
1949975816,3586564688
1,25
25,490
490,9450
9450,190575
190575,4099095
4099095,94594500
94594500,2343240900
2343240900,62199262125
62199262125,1764494857125
1764494857125,53338158823950
53338158823950,1712934942468750
1712934942468750,58274046742786875
58274046742786875,2094379201311271875
2094379201311271875,79318164037837725000
79318164037837725000,3157886388887074845000
1,26
26,302
302,2416
2416,15619
15619,88234
88234,455192
455192,2203488
2203488,10187685
10187685,45533450
45533450,198410786
198410786,848090912
848090912,3572085255
3572085255,14875399450
14875399450,61403313100
61403313100,251732291184
251732291184,1026509354985
1026509354985,4168403181210
4168403181210,16871482830550
16871482830550,68111623139600
68111623139600,274419271461131
274419271461131,1103881308184906
1103881308184906,4434992805213952
1,27
27,184
184,875
875,2700
2700,7546
7546,17600
17600,35721
35721,72750
72750,126445
126445,223776
223776,353717
353717,595448
595448,843750
843750,1349120
1349120,1827636
1827636,2808837
2808837,3600975
3600975,5306000
5306000,6667920
6667920,9599172
9599172,11509982
11509982,16416000
16416000,19015625
19015625,26605670
26605670,30902310
30902310,41686848
41686848,46948825
46948825,64233000
64233000,70306760
70306760,94089216
31,304
304,4230
4230,43880
43880,547338
547338,6924960
6924960,94714620
94714620,1375878816
1375878816,21273204330
21273204330,348919244768
348919244768,6056244249682
6056244249682,110955673493568
110955673493568,2140465858763844
2140465858763844,43379533256972640
43379533256972640,921616584567907176
921616584567907176,20485188316420940640
20485188316420940640,475499882089797554181
475499882089797554181,11506280235885243825696
42,1586
1586,31388
31388,442610
442610,5030004
5030004,49145460
49145460,429166584
429166584,3435601554
3435601554,25658464260
25658464260,181055975100
181055975100,1218601601672
1218601601672,7880146275092
7880146275092,49238911113224
49238911113224,298652277299880
298652277299880,1764885293279472
1764885293279472,10192638073849554
10192638073849554,57674223198273444
57674223198273444,320430129184331628
320430129184331628,1751190732477786600
1751190732477786600,9428906326013866076
-3,-1
0,-7
-7,-1
0,-226
3,-2
0,-76
-76,-1
0,-46
-46,-1
0,-6
-6,-1
0,-33
-33,-1
-2,-1
0,-26
1,56
56,1918
1918,56980
56980,1636635
1636635,47507460
47507460,1422280860
1422280860,44346982680
44346982680,1446733012725
1446733012725,49473074851200
49473074851200,1774073543492250
1774073543492250,66681131440423500
66681131440423500,2624634287988087375
2624634287988087375,108060337458000427500
108060337458000427500,4647703259223579555000
4647703259223579555000,208548093035794902390000
208548093035794902390000,9749651260035434678555625
1,57
57,1191
1191,15619
15619,156190
156190,1310354
1310354,9738114
9738114,66318474
66318474,423281535
423281535,2571742175
2571742175,15041229521
15041229521,85383238549
85383238549,473353301060
473353301060,2575022097600
2575022097600,13796160184500
13796160184500,73008517581444
73008517581444,382493246941965
382493246941965,1987497491971605
1987497491971605,10258045633638475
61,841
841,7311
7311,51663
51663,325446
325446,1910706
1910706,10715506
10715506,58258210
58258210,309958755
309958755,1623847695
1623847695,8412276585
8412276585,43220104041
43220104041,220683627988
220683627988,1121561317408
1121561317408,5679711010548
5679711010548,28683869195556
28683869195556,144552802373145
144552802373145,727271783033445
1385,19028
19028,206276
206276,1949762
1949762,16889786
16889786,137963364
137963364,1081702420
1081702420,8236142455
8236142455,61386982075
61386982075,450403628440
450403628440,3266265481144
3266265481144,23480284103492
23480284103492,167687984079924
167687984079924,1191656966048088
1191656966048088,8436830209386360
8436830209386360,59563995267159825
59563995267159825,419628657826253805
61,2763
2763,38528
38528,249856
249856,1066590
1066590,3487246
3487246,9493504
9493504,22634496
22634496,48649086
48649086,96448478
96448478,179369856
179369856,315621376
315621376,530788622
530788622,860061996
860061996,1346126848
1346126848,2046820352
2046820352,3038120316
3038120316,4403100222
4403100222,6254596992
6254596992,8737505280
8737505280,11992903772
11,17
17,25
25,33
33,47
47,67
67,87
87,117
117,160
160,207
207,270
270,356
356,455
455,584
584,751
751,945
945,1195
1195,1513
1513,1882
1882,2345
2345,2927
2927,3608
3608,4446
4446,5483
5483,6701
6701,8180
8180,9986
9986,12109
12109,14664
14664,17750
17750,21371
21371,25694
25694,30872
30872,36937
36937,44127
44127,52672
52672,62658
62658,74429
74429,88327
88327,104524
104524,123518
123518,145819
145819,171737
171737,201990
201990,237332
237332,278289
278289,325901
325901,381278
381278,445272
445272,519381
519381,605230
605230,704170
704170,818357
818357,950150
950150,1101634
1101634,1275907
1275907,1476384
1476384,1706226
1706226,1969869
1969869,2272224
2272224,2618007
2618007,3013559
3013559,3465917
3465917,3982025
3982025,4570898
4570898,5242569
5242569,6007170
6007170,6877474
6877474,7867709
7867709,8992510
8992510,10269905
10269905,11719991
11719991,13363733
13363733,15226469
15226469,17336450
17336450,19723485
19723485,22423058
22423058,25474712
25474712,28920541
28920541,32810028
32810028,37198284
37198284,42144403
42144403,47717124
47717124,53992936
53992936,61054313
61054313,68996364
68996364,77924848
77924848,87954283
87954283,99215750
99215750,111854888
16,51
51,224
224,1165
1165,7454
7454,56349
56349,481309
481309,4548786
4548786,46829325
46829325,519812910
519812910,6177695783
6177695783,78190425826
78190425826,1049510787100
1049510787100,14886252250208
14886252250208,222442888670708
222442888670708,3492326723315796
3492326723315796,57468395960854710
57468395960854710,989052970923320185
989052970923320185,17767732298980160822
17767732298980160822,332572885090541084172
332572885090541084172,6475438355244504235759
6475438355244504235759,130954580036269713385884
16,194
194,3529
3529,121790
121790,5582612
5582612,317579783
317579783,21543414506
21543414506,1711281449485
1711281449485,157117486414656
157117486414656,16502328443493967
16502328443493967,1965612709107379155
1965612709107379155,263512349078757245789
263512349078757245789,39497131936385398782814
39497131936385398782814,6579940884199010139737829
6579940884199010139737829,1211896874083479131415289345
1211896874083479131415289345,245593008009270037388205883048
1,120
120,4293
4293,88234
88234,1310354
1310354,15724248
15724248,162512286
162512286,1505621508
1505621508,12843262863
12843262863,102776998928
102776998928,782115518299
782115518299,5717291972382
5717291972382,40457344748072
40457344748072,278794377854832
278794377854832,1879708669896492
1879708669896492,12446388300682056
12446388300682056,81180715002105741
81180715002105741,522859244868123336
522859244868123336,3332058336247871041
12,180
180,2800
2800,44100
44100,698544
698544,11099088
11099088,176679360
176679360,2815827300
2815827300,44914183600
44914183600,716830370256
716830370256,11445589052352
11445589052352,182811491808400
182811491808400,2920656969720000
2920656969720000,46670906271240000
46670906271240000,745904795339462400
745904795339462400,11922821963004219300
11922821963004219300,190600129650794094000
190600129650794094000,3047248986392325330000
4,51
51,3529
3529,601055
601055,156473848
156473848,54062069505
54062069505,23869437984682
23869437984682,13186966476208771
13186966476208771,8971034249976338907
8971034249976338907,7414924597575224629299
7414924597575224629299,7360058177440420943520750
7360058177440420943520750,8683626883245180573511018830
8683626883245180573511018830,12066478410398147578519948851818
12066478410398147578519948851818,19585444567548740264243478805318202
7936,137216
137216,1841152
1841152,21253376
21253376,222398464
222398464,2174832640
2174832640,20261765120
20261765120,182172651520
182172651520,1594922762240
1594922762240,13684856848384
13684856848384,115620218667008
115620218667008,965271355195392
965271355195392,7984436548730880
7984436548730880,65569731961159680
65569731961159680,535438370914959360
535438370914959360,4353038473793372160
4353038473793372160,35266789418949672960
272,24611
24611,515086
515086,4456448
4456448,23750912
23750912,93241002
93241002,296327464
296327464,806453248
806453248,1951153920
1951153920,4300685074
4300685074,8787223186
8787223186,16878338048
16878338048,30768878848
30768878848,53624926972
53624926972,89982082488
89982082488,146028888064
146028888064,230022888960
230022888960,353194774434
353194774434,529896144586
18,43
43,313
313,7525
7525,846992
846992,324127859
324127859,403254094631
403254094631,1555631972009429
1555631972009429,19731915624463099552
19731915624463099552,791773335030637885025287
791773335030637885025287,107432353216118868234728540267
107432353216118868234728540267,47049030539260648478475949282317451
47049030539260648478475949282317451,71364337698829887974206671525372672234854
1,744
744,196884
196884,21493760
21493760,864299970
864299970,20245856256
20245856256,333202640600
333202640600,4252023300096
4252023300096,44656994071935
44656994071935,401490886656000
401490886656000,3176440229784420
3176440229784420,22567393309593600
22567393309593600,146211911499519294
146211911499519294,874313719685775360
874313719685775360,4872010111798142520
4872010111798142520,25497827389410525184
25497827389410525184,126142916465781843075
65,326
326,1957
1957,13700
13700,109601
109601,986410
986410,9864101
9864101,108505112
108505112,1302061345
1302061345,16926797486
16926797486,236975164805
236975164805,3554627472076
3554627472076,56874039553217
56874039553217,966858672404690
966858672404690,17403456103284421
17403456103284421,330665665962404000
330665665962404000,6613313319248080001
6613313319248080001,138879579704209680022
138879579704209680022,3055350753492612960485
3055350753492612960485,70273067330330098091156
34,119
119,401
401,1316
1316,4247
4247,13532
13532,42712
42712,133816
133816,416770
416770,1291731
1291731,3987444
3987444,12266845
12266845,37627230
37627230,115125955
115125955,351467506
351467506,1070908135
1070908135,3257389088
3257389088,9892759091
9892759091,30002923380
30002923380,90879555521
90879555521,274963755791
274963755791,831064788976
625,4016
4016,21256
21256,100407
100407,439646
439646,1823298
1823298,7258228
7258228,27983518
27983518,105146732
105146732,386812476
386812476,1398023732
1398023732,4977320988
4977320988,17492710572
17492710572,60790051789
60790051789,209179971147
209179971147,713533304668
713533304668,2415061934763
2415061934763,8117293752058
8117293752058,27111950991825
27111950991825,90039381031273
1296,8716
8716,47787
47787,232154
232154,1040014
1040014,4395772
4395772,17781210
17781210,69498964
69498964,264248924
264248924,982218072
982218072,3582421612
3582421612,12857819052
12857819052,45515994861
45515994861,159205157535
159205157535,551049504784
551049504784,1889714853263
1889714853263,6427147635062
6427147635062,21698583468717
52,472
472,3224
3224,18888
18888,101340
101340,511120
511120,2465904
2465904,11496144
11496144,52165892
52165892,231557064
231557064,1009247192
1009247192,4331502840
4331502840,18346242492
18346242492,76822836544
76822836544,318485778848
318485778848,1308750158016
1308750158016,5335993098340
5335993098340,21603437175288
21603437175288,86912657626392
86912657626392,347660876627944
347660876627944,1383457374046444
1383457374046444,5479086968052912
5479086968052912,21604984733546336
21604984733546336,84850331177724944
84850331177724944,332001521469767940
332001521469767940,1294589169323791912
1294589169323791912,5031934808360234760
5031934808360234760,19500424806065865400
19500424806065865400,75360646947991208396
75360646947991208396,290478417300879735680
290478417300879735680,1116919455364101145920
1116919455364101145920,4284817000807140094464
4284817000807140094464,16402243457215852326116
16402243457215852326116,62659647762404302956856
62659647762404302956856,238910441445219175239480
2,17
17,324
324,842227
842227,57810418543
57810418543,104452188344901572
104452188344901572,6108088657705958932053657
20,74
74,186
186,388
388,721
721,1236
1236,1995
1995,3072
3072,4554
4554,6542
6542,9152
9152,12516
12516,16783
16783,22120
22120,28713
28713,36768
36768,46512
46512,58194
58194,72086
72086,88484
88484,107709
107709,130108
130108,156055
156055,185952
185952,220230
220230,259350
259350,303804
303804,354116
354116,410843
410843,474576
474576,545941
545941,625600
625600,714252
714252,812634
812634,921522
921522,1041732
1041732,1174121
1174121,1319588
1319588,1479075
1479075,1653568
1653568,1844098
1844098,2051742
2051742,2277624
2277624,2522916
2522916,2788839
2788839,3076664
3076664,3387713
3387713,3723360
3723360,4085032
4085032,4474210
28,226
226,2077
2077,20770
20770,222884
222884,2529541
38,187
187,874
874,3958
3958,17548
17548,76627
76627,330818
330818,1415650
1415650,6015316
6015316,25413342
25413342,106853668
106853668,447472972
447472972,1867450648
1867450648,7770342787
7770342787,32248174258
32248174258,133530264682
133530264682,551793690628
551793690628,2276098026922
2276098026922,9373521044908
9373521044908,38546133661492
38546133661492,158301250009768
158301250009768,649328801880622
649328801880622,2660520510741364
2660520510741364,10890041309439508
8,86
86,1770
1770,88418
88418,8934966
8934966,2087813834
2087813834,1013346943033
1013346943033,1111598871478668
1111598871478668,2568944901392936854
2568944901392936854,13251059359839620127088
13251059359839620127088,145194816279817259193401518
145194816279817259193401518,3524171261632305641165676374930
3524171261632305641165676374930,182653259988707123426135593460533473
11,101
101,1001
1001,10001
10001,100001
100001,1000001
1000001,10000001
10000001,100000001
100000001,1000000001
1000000001,10000000001
10000000001,100000000001
100000000001,1000000000001
1000000000001,10000000000001
10000000000001,100000000000001
100000000000001,1000000000000001
1000000000000001,10000000000000001
17,24
24,29
32,41
41,56
96,128
128,224
224,384
384,512
512,896
896,1536
1536,2048
2048,3584
3584,6144
6144,8192
8192,14336
14336,24576
24576,32768
32768,57344
57344,98304
98304,131072
131072,229376
229376,393216
393216,524288
524288,917504
917504,1572864
1572864,2097152
2097152,3670016
3670016,6291456
6291456,8388608
8388608,14680064
0,27
27,378
378,4536
4536,48600
48600,489780
489780,4738104
4738104,44535456
44535456,409752432
409752432,3708359550
3708359550,33125746500
33125746500,292779558720
292779558720,2565087894720
2565087894720,22307854940280
22307854940280,192788833482000
192788833482000,1657111548654720
1657111548654720,14176605442521312
14176605442521312,120779466450505758
120779466450505758,1025230099571720676
1025230099571720676,8674221270307971600
24,240
240,2520
2520,26880
26880,304080
304080,3671136
3671136,47391120
47391120,653463360
653463360,9603708840
9603708840,150046937040
150046937040,2485510331304
2485510331304,43536519673920
43536519673920,804343214307360
804343214307360,15636586027419840
15636586027419840,319143375070100640
319143375070100640,6824486562845878656
6824486562845878656,152599994618389811640
152599994618389811640,3561710724832153990320
3561710724832153990320,86627571138529803385080
86627571138529803385080,2192153071078356814538880
2192153071078356814538880,57633178354598014299807984
57633178354598014299807984,1572073330365520093029415200
1572073330365520093029415200,44434609885866805678475703600
44434609885866805678475703600,1299879247128621094998213278400
1299879247128621094998213278400,39312834919322919649653205283400
39312834919322919649653205283400,1227895179113516869799082638629776
1227895179113516869799082638629776,39569125440836907870479047149487560
39569125440836907870479047149487560,1314368274045259508166257769617810880
1314368274045259508166257769617810880,44963797526832537006635800892057862720
44963797526832537006635800892057862720,1582832153412276057834241761650127323520
9,36
36,100
100,225
225,441
441,784
784,1296
1296,2025
2025,3025
3025,4356
4356,6084
6084,8281
8281,11025
11025,14400
14400,18496
18496,23409
23409,29241
29241,36100
36100,44100
44100,53361
53361,64009
64009,76176
76176,90000
90000,105625
105625,123201
123201,142884
142884,164836
164836,189225
189225,216225
216225,246016
246016,278784
278784,314721
314721,354025
354025,396900
396900,443556
443556,494209
494209,549081
17,98
98,354
354,979
979,2275
2275,4676
4676,8772
8772,15333
15333,25333
25333,39974
39974,60710
60710,89271
89271,127687
127687,178312
178312,243848
243848,327369
327369,432345
432345,562666
562666,722666
722666,917147
917147,1151403
1151403,1431244
1431244,1763020
1763020,2153645
2153645,2610621
2610621,3142062
3142062,3756718
3756718,4463999
4463999,5273999
5273999,6197520
6197520,7246096
7246096,8432017
8432017,9768353
33,276
276,1300
1300,4425
4425,12201
12201,29008
29008,61776
61776,120825
120825,220825
220825,381876
381876,630708
630708,1002001
1002001,1539825
1539825,2299200
2299200,3347776
3347776,4767633
4767633,6657201
6657201,9133300
9133300,12333300
12333300,16417401
16417401,21571033
21571033,28007376
28007376,35970000
35970000,45735625
45735625,57617001
57617001,71965908
71965908,89176276
89176276,109687425
109687425,133987425
133987425,162616576
65,794
794,4890
4890,20515
20515,67171
67171,184820
184820,446964
446964,978405
978405,1978405
1978405,3749966
3749966,6735950
6735950,11562759
11562759,19092295
19092295,30482920
30482920,47260136
47260136,71397705
71397705,105409929
105409929,152455810
152455810,216455810
216455810,302221931
302221931,415601835
415601835,563637724
563637724,754740700
754740700,998881325
998881325,1307797101
1307797101,1695217590
1,129
129,2316
2316,18700
18700,96825
96825,376761
376761,1200304
1200304,3297456
3297456,8080425
8080425,18080425
18080425,37567596
37567596,73399404
73399404,136147921
136147921,241561425
241561425,412420800
412420800,680856256
680856256,1091194929
1091194929,1703414961
1703414961,2597286700
2597286700,3877286700
3877286700,5678375241
5678375241,8172733129
8172733129,11577558576
11577558576,16164030000
16164030000,22267545625
1,257
257,6818
6818,72354
72354,462979
462979,2142595
2142595,7907396
7907396,24684612
24684612,67731333
67731333,167731333
167731333,382090214
382090214,812071910
812071910,1627802631
1627802631,3103591687
3103591687,5666482312
5666482312,9961449608
9961449608,16937207049
16937207049,27957167625
27957167625,44940730666
44940730666,70540730666
70540730666,108363590027
108363590027,163239463563
163239463563,241550448844
1,23
23,333
333,2916
2916,16725
16725,70911
70911,241913
241913,701968
701968,1798281
1798281,4173775
4173775,8942021
8942021,17930628
17930628,34009053
34009053,61518471
61518471,106823025
106823025,179003456
179003456,290715793
290715793,459239463
459239463,707740861
707740861,1066780100
1066780100,1576090341
1576090341,2286660783
2286660783,3263156073
3263156073,4586706576
25,155
155,1005
1005,7488
7488,64164
64164,619986
619986,6646750
6646750,78161249
78161249,999473835
999473835,13801761213
13801761213,204631472475
204631472475,3241541125110
3241541125110,54629642149630
54629642149630,975867376041308
975867376041308,18416844056075364
18416844056075364,366128842105397631
366128842105397631,7647337600268371485
7647337600268371485,167424323805645018159
167424323805645018159,3833790834030516355705
3833790834030516355705,91641405910147125954428
91641405910147125954428,2282611988081527293910920
1,96
96,9099
9099,280832
280832,4073375
4073375,36292320
36292320,230719293
230719293,1145393152
1145393152,4707296613
4707296613,16666924000
16666924000,52307593239
52307593239,148602435840
148602435840,388302646355
388302646355,944900450144
944900450144,2162441849625
2162441849625,4691253854208
4691253854208,9710376716137
9710376716137,19280531603808
19280531603808,36888593841475
36888593841475,68266682784000
68266682784000,122597146773927
28,314
314,98
98,386
386,943
943,1494
1494,1680
1680,4722
4722,6576
6576,11696
11696,3982
3982,2987
2987,17548
17548,36208
36208,7083
7083,59692
59692,159116
159116,79592
79592,57857
57857,212160
212160,352258
352258,221185
221185,57346
57346,294913
294913,252548
252548,530052
530052,331778
331778,524289
524289,1088129
1088129,913319
913319,2065786
2065786,1541308
1541308,1032875
1032875,1264924
1264924,8151894
37,25
25,120
120,36
36,47
47,42
42,59
59,137
137,143
143,51
51,48
48,141
141,41
41,57
57,73
73,77
76,166
166,80
80,104
104,93
93,78
78,96
96,181
181,102
102,91
91,102
102,209
209,201
201,197
197,194
194,196
196,129
129,230
230,115
115,200
200,97
97,213
213,206
206,115
115,216
216,220
220,214
214,208
208,246
246,211
211,233
233,199
199,208
208,209
209,224
224,207
207,228
16,36
81,121
144,196
196,256
256,324
361,441
576,729
784,961
1089,1296
1296,1444
1444,1764
1936,2116
2401,2916
2916,3136
3136,3249
3249,3481
3481,3844
3844,3969
3969,4096
4096,4356
4356,4489
25,32
40,52
64,80
80,85
85,100
100,128
130,148
148,160
160,208
208,232
232,256
256,320
320,340
340,400
400,512
512,520
520,592
592,640
640,832
832,928
928,1024
1024,1280
1280,1360
1360,1600
1600,2048
2048,2080
2080,2368
2368,2560
2560,3328
3328,3712
3712,4096
4096,5120
5120,5440
5440,6400
6400,8192
8192,8320
8320,9472
9472,10240
42,128
128,334
334,850
850,2010
2010,4625
4625,10201
10201,21990
21990,46108
46108,94912
94912,191562
191562,380933
380933,746338
746338,1444676
1444676,2763931
2763931,5235309
5235309,9822686
9822686,18275648
18275648,33734658
33734658,61826344
61826344,112550305
112550305,203627610
203627610,366267931
366267931,655261559
655261559,1166312530
1166312530,2066048261
2066048261,3643352362
3643352362,6397485909
6397485909,11188129665
11188129665,19491131627
19491131627,33831897511
33831897511,58519577756
58519577756,100885389220
100885389220,173368983090
173368983090,297021470421
297021470421,507378371670
507378371670,864277569606
864277569606,1468245046383
1468245046383,2487774321958
2487774321958,4204663810414
4204663810414,7089200255686
7089200255686,11924621337321
11924621337321,20012746962064
20012746962064,33513139512868
33513139512868,56001473574091
56001473574091,93387290773141
93387290773141,155419866337746
36,200
200,1170
1170,7392
7392,50568
50568,372528
372528,2936070
2936070,24617120
24617120,218521116
218521116,2045278248
2045278248,20112821274
20112821274,207162957120
207162957120,2228888801040
2228888801040,24989309310944
24989309310944,291322555295886
291322555295886,3524580202643136
3524580202643136,44176839081266340
44176839081266340,572725044269255640
24,300
300,3360
3360,38850
38850,475776
475776,6231960
6231960,87530400
87530400,1316954430
1316954430,21173760960
21173760960,362670636900
362670636900,6596214691248
6596214691248,126980000240730
126980000240730,2579214238608000
2579214238608000,55118036257959600
55118036257959600,1235935135837111104
1235935135837111104,29009023670878484598
120,2520
2520,43680
43680,757680
757680,13747104
13747104,264181680
264181680,5395040640
5395040640,117080049240
117080049240,2696387899920
2696387899920,65774992411128
65774992411128,1695845836077120
1695845836077120,46110625382246880
46110625382246880,1319345179723609920
1319345179723609920,39640903618873667040
39640903618873667040,1248193457738661143808
60,210
210,630
630,1736
1736,4536
4536,11430
11430,28050
28050,67452
67452,159588
159588,372554
372554,859950
859950,1965840
1965840,4456176
4456176,10026702
10026702,22412970
22412970,49806980
49806980,110100060
110100060,242220594
242220594,530578950
530578950,1157627352
1157627352,2516581800
2516581800,5452594550
5452594550,11777604930
11777604930,25367149836
25367149836,54492396756
54492396756,116769422490
116769422490,249644973150
60,720
720,6090
6090,47040
47040,363384
363384,2913120
2913120,24560910
24560910,218386080
218386080,2044958916
2044958916,20112075984
20112075984,207161237010
207161237010,2228884869120
2228884869120,24989300398320
24989300398320,291322535242176
291322535242176,3524580157816854
3524580157816854,44176838981652000
44176838981652000,572725044049055100
572725044049055100,7668896804089696560
7668896804089696560,105920137922879314650
105920137922879314650,1507138839384235136640
1507138839384235136640,22068265782102952223400
22068265782102952223400,332178010291171425732000
332178010291171425732000,5135009134117954527323550
5135009134117954527323550,81449458937043220255508640
5,31
31,257
257,2671
2671,33305
33305,484471
484471,8054177
8054177,150635551
150635551,3130337705
3130337705,71556251911
71556251911,1784401334897
1784401334897,48205833997231
48205833997231,1402462784186105
1402462784186105,43716593539939351
43716593539939351,1453550100421124417
1453550100421124417,51350258701767067711
51350258701767067711,1920785418183176050505
1920785418183176050505,75839622064482770570791
8,50
50,416
416,4322
4322,53888
53888,783890
783890,13031936
13031936,243733442
243733442,5064992768
5064992768,115780447730
115780447730,2887222009856
2887222009856,77998677862562
77998677862562,2269232452763648
2269232452763648,70734934220015570
70734934220015570,2351893466832306176
2351893466832306176,83086463910558199682
83086463910558199682,3107896091715557654528
3107896091715557654528,122711086194279627711410
32,175
175,1012
1012,6230
6230,40819
40819,283944
283944,2090424
2090424,16235417
16235417,132609666
132609666,1135846062
1135846062,10175352709
10175352709,95108406130
95108406130,925496853980
925496853980,9357279554071
9357279554071,98118527430960
98118527430960,1065259283215810
1065259283215810,11956366813630835
11956366813630835,138539436100687988
138539436100687988,1655071323662574756
1655071323662574756,20361556640795422729
12,110
110,945
945,8092
8092,70756
70756,638423
638423,5971350
